Year,Employer,Role,Count Male,Count Female,Min Salary,Max Salary,Median Male Salary,Median Female Salary
1990,Virtual Institute LLC,Web Developer,483,7,31663.62,325794.74,174160.48,196605.5
1990,Virtual Institute LLC,Cybersecurity Analyst,441,8,32981.27,395734.75,80959.6,382431.54
1990,Department Administration (DA),Computer Operator,236,2,41466.76,387017.03,188719.04,235466.89
1990,Department Administration (DA),Systems Analyst,235,14,35818.47,272147.41,149002.1,229892.43
1990,Department Administration (DA),Software Developer,253,7,41372.19,329326.11,104361.16,174641.05
1990,Department Administration (DA),Database Administrator,102,1,30315.82,370625.33,174369.6,232185.44
1990,Department Administration (DA),Network Engineer,385,17,31023.6,254532.64,171776.32,194158.14
1990,Department Administration (DA),IT Technician,67,11,69841.93,332625.45,102888.06,169364.71
1990,Department Administration (DA),Software Engineer,55,11,61351.59,254819.53,189018.89,205970.56
1990,Department Administration (DA),Web Developer,256,8,54333.86,339570.89,192957.97,230214.87
1990,Department Administration (DA),Cybersecurity Analyst,31,1,66609.23,378695.37,125965.7,249331.7
1990,Space Laboratory (SL),Computer Operator,485,8,56184.6,325780.7,190415.16,304531.14
1990,Space Laboratory (SL),Systems Analyst,141,18,47209.51,281079.7,158335.28,173685.26
1990,Space Laboratory (SL),Software Developer,76,1,45038.31,396397.44,82198.93,265430.81
1990,Space Laboratory (SL),Database Administrator,417,15,54617.23,295148.16,195840.04,266768.88
1990,Space Laboratory (SL),Network Engineer,64,12,50399.54,363568.89,160571.44,169373.08
1990,Space Laboratory (SL),IT Technician,333,9,49777.24,371195.26,96124.61,249514.08
1990,Space Laboratory (SL),Software Engineer,307,17,62238.41,392889.53,194912.98,373262.61
1990,Space Laboratory (SL),Web Developer,381,10,60990.41,318427.35,145174.09,167417.19
1990,Space Laboratory (SL),Cybersecurity Analyst,69,8,43931.61,394920.16,199664.22,314622.3
1990,Department Advanced,Computer Operator,454,18,62975.36,286967.81,147615.05,239707.6
1990,Department Advanced,Systems Analyst,68,19,47381.05,225987.34,136322.6,167005.03
1990,Department Advanced,Software Developer,98,18,64604.85,319877.43,85458.27,188390.23
1990,Department Advanced,Database Administrator,239,8,60740.64,359141.25,86268.17,254748.38
1990,Department Advanced,Network Engineer,356,17,59055.74,350985.27,161783.8,265656.59
1990,Department Advanced,IT Technician,489,13,62689.33,337848.32,94319.63,262864.54
1990,Department Advanced,Software Engineer,429,8,42352.01,329937.2,125308.0,213224.73
1990,Department Advanced,Web Developer,498,4,52542.14,283635.47,151705.24,163843.95
1990,Department Advanced,Cybersecurity Analyst,172,1,65753.21,235321.22,168447.96,181427.17
1990,Institute Agency,Computer Operator,339,18,30735.18,341228.47,138970.45,305620.49
1990,Institute Agency,Systems Analyst,225,14,49314.5,307909.93,171849.62,186482.1
1990,Institute Agency,Software Developer,401,10,40424.86,335397.56,174384.18,185169.27
1990,Institute Agency,Database Administrator,229,1,42148.36,390413.16,166055.66,247679.2
1990,Institute Agency,Network Engineer,390,11,30792.46,373251.48,130843.19,271781.13
1990,Institute Agency,IT Technician,21,16,62692.46,209536.33,178989.02,188678.13
1990,Institute Agency,Software Engineer,209,11,53068.76,370748.82,90830.04,321210.31
1990,Institute Agency,Web Developer,287,9,47045.89,336122.18,84531.49,181590.31
1990,Institute Agency,Cybersecurity Analyst,392,12,62750.31,385188.11,192070.62,277153.06
1990,Group Technologies Inc (GTI),Computer Operator,224,13,39493.79,216546.02,91031.08,169976.86
1990,Group Technologies Inc (GTI),Systems Analyst,267,3,45846.77,303615.04,139401.92,268962.28
1990,Group Technologies Inc (GTI),Software Developer,418,14,67287.25,327817.92,94085.82,296337.57
1990,Group Technologies Inc (GTI),Database Administrator,32,19,48001.29,323506.84,108016.97,260527.3
1990,Group Technologies Inc (GTI),Network Engineer,209,8,36869.96,239088.6,97309.49,191573.83
1990,Group Technologies Inc (GTI),IT Technician,125,9,31244.26,296818.45,99514.38,202944.37
1990,Group Technologies Inc (GTI),Software Engineer,254,19,55124.44,345985.84,190803.87,299003.98
1990,Group Technologies Inc (GTI),Web Developer,169,18,44959.36,393304.88,165999.51,347757.05
1990,Group Technologies Inc (GTI),Cybersecurity Analyst,322,1,36325.73,177185.29,92603.16,159695.52
1990,Mobile Solutions Corp (MSC),Computer Operator,489,10,68604.37,303354.92,116089.54,172531.23
1990,Mobile Solutions Corp (MSC),Systems Analyst,147,19,56749.13,333040.76,174456.21,198699.97
1990,Mobile Solutions Corp (MSC),Software Developer,142,6,50916.34,387179.34,136555.16,323822.91
1990,Mobile Solutions Corp (MSC),Database Administrator,440,11,41341.28,378807.68,93508.65,311089.92
1990,Mobile Solutions Corp (MSC),Network Engineer,287,4,40116.92,352547.57,176308.15,352259.33
1990,Mobile Solutions Corp (MSC),IT Technician,195,4,47221.87,361259.26,197367.07,289486.47
1990,Mobile Solutions Corp (MSC),Software Engineer,378,13,63134.46,289310.37,82341.72,233984.99
1990,Mobile Solutions Corp (MSC),Web Developer,249,5,46752.69,342433.57,110430.8,310402.15
1990,Mobile Solutions Corp (MSC),Cybersecurity Analyst,104,14,55091.0,338075.38,103237.54,266972.99
1990,Department Laboratory (DL),Computer Operator,451,7,50012.73,279403.9,91949.87,190445.85
1990,Department Laboratory (DL),Systems Analyst,384,17,54247.41,354517.42,103179.11,272890.95
1990,Department Laboratory (DL),Software Developer,317,3,59296.07,306658.34,190921.64,192866.41
1990,Department Laboratory (DL),Database Administrator,92,15,59096.05,252300.73,144079.48,189395.6
1990,Department Laboratory (DL),Network Engineer,294,6,49784.39,384256.16,140907.33,330860.75
1990,Department Laboratory (DL),IT Technician,283,19,49019.69,245929.78,113527.24,232024.98
1990,Department Laboratory (DL),Software Engineer,32,9,47695.18,378418.97,197743.17,256469.19
1990,Department Laboratory (DL),Web Developer,245,8,35822.96,302790.51,176146.74,217994.67
1990,Department Laboratory (DL),Cybersecurity Analyst,417,1,32362.99,305112.77,153164.37,201466.61
1990,Code AI Corp,Computer Operator,178,5,49884.62,355179.4,117669.67,248488.09
1990,Code AI Corp,Systems Analyst,256,2,42353.11,352476.27,122809.45,230561.22
1990,Code AI Corp,Software Developer,218,6,67713.51,208581.59,137245.5,161247.11
1990,Code AI Corp,Database Administrator,433,9,69703.82,392323.06,106628.03,258748.97
1990,Code AI Corp,Network Engineer,206,7,40416.84,293955.11,160177.6,281502.82
1990,Code AI Corp,IT Technician,79,2,47447.77,330777.25,137370.51,206975.03
1990,Code AI Corp,Software Engineer,98,3,33560.18,357192.34,176480.02,183903.61
1990,Code AI Corp,Web Developer,171,12,47964.74,379213.39,96828.18,210316.76
1990,Code AI Corp,Cybersecurity Analyst,344,12,43706.46,378237.61,148445.66,371142.43
1992,Cloud Net LLC (CNL),Computer Operator,387,7,39548.82,302028.86,178031.63,257241.95
1992,Cloud Net LLC (CNL),Systems Analyst,98,8,53929.22,311078.58,112770.27,247908.48
1992,Cloud Net LLC (CNL),Software Developer,300,6,45939.65,348250.5,170080.78,260784.61
1992,Cloud Net LLC (CNL),Database Administrator,41,14,38917.17,339676.85,150214.58,217420.13
1992,Cloud Net LLC (CNL),Network Engineer,66,16,42502.56,330805.18,119620.0,307554.51
1992,Cloud Net LLC (CNL),IT Technician,122,7,39116.14,193051.28,182295.41,191293.01
1992,Cloud Net LLC (CNL),Software Engineer,410,13,31666.3,254341.86,87303.45,250924.06
1992,Cloud Net LLC (CNL),Web Developer,160,17,57479.74,167404.82,102477.3,151558.37
1992,Cloud Net LLC (CNL),Cybersecurity Analyst,223,11,35353.52,305552.03,98272.89,202088.82
1992,Cyber Digital Corp,Computer Operator,55,13,49664.67,342862.99,133689.2,164835.55
1992,Cyber Digital Corp,Systems Analyst,306,17,34037.39,191111.25,100591.52,150933.11
1992,Cyber Digital Corp,Software Developer,142,16,63747.96,313816.98,151467.75,267883.35
1992,Cyber Digital Corp,Database Administrator,219,1,34302.22,212932.97,181941.32,202996.93
1992,Cyber Digital Corp,Network Engineer,346,12,62011.62,336176.69,141349.3,221598.39
1992,Cyber Digital Corp,IT Technician,476,15,49600.54,358008.0,164508.4,178517.82
1992,Cyber Digital Corp,Software Engineer,118,15,57874.7,253696.48,89808.84,161509.23
1992,Cyber Digital Corp,Web Developer,165,3,51337.81,338742.97,141518.4,316016.37
1992,Cyber Digital Corp,Cybersecurity Analyst,496,15,38244.55,272403.76,176016.99,182156.99
1992,Virtual Institute LLC,Computer Operator,221,13,57622.9,354631.99,163785.48,315513.73
1992,Virtual Institute LLC,Systems Analyst,85,18,58242.19,304839.41,153452.29,284438.2
1992,Virtual Institute LLC,Software Developer,479,16,62612.92,259836.7,162822.75,220954.72
1992,Virtual Institute LLC,Database Administrator,180,13,30901.68,258144.5,152787.86,156947.7
1992,Virtual Institute LLC,Network Engineer,452,4,32502.53,331214.03,133672.96,223879.2
1992,Virtual Institute LLC,IT Technician,370,6,41952.53,221191.81,172583.33,209778.6
1992,Virtual Institute LLC,Software Engineer,311,6,34162.43,310722.94,85963.06,287564.91
1992,Virtual Institute LLC,Web Developer,299,16,39513.32,373328.63,148403.09,204368.78
1992,Virtual Institute LLC,Cybersecurity Analyst,264,2,32307.2,281192.76,122395.77,273617.16
1992,Department Administration (DA),Computer Operator,326,10,61877.95,193420.04,89949.11,153045.38
1992,Department Administration (DA),Systems Analyst,333,5,56897.52,291513.02,173808.04,278250.77
1992,Department Administration (DA),Software Developer,243,3,36155.8,235226.39,177436.25,219786.7
1992,Department Administration (DA),Database Administrator,200,12,35521.09,165974.51,81798.84,158957.63
1992,Department Administration (DA),Network Engineer,32,19,61020.82,238416.47,111638.87,188259.04
1992,Department Administration (DA),IT Technician,43,10,39405.5,356566.7,190730.1,246294.71
1992,Department Administration (DA),Software Engineer,380,9,34189.02,365911.9,110795.04,176010.13
1992,Department Administration (DA),Web Developer,123,2,35882.91,336621.34,118313.29,162171.84
1992,Department Administration (DA),Cybersecurity Analyst,80,10,68061.21,243751.45,163334.98,178083.99
1992,Space Laboratory (SL),Computer Operator,378,19,40833.71,332331.84,141011.89,309844.78
1992,Space Laboratory (SL),Systems Analyst,315,15,65929.37,291096.21,82700.92,203197.48
1992,Space Laboratory (SL),Software Developer,450,4,63728.71,169368.91,115383.45,155213.21
1992,Space Laboratory (SL),Database Administrator,336,12,63095.24,330405.66,108134.55,271152.88
1992,Space Laboratory (SL),Network Engineer,78,13,54749.33,291326.25,141262.62,225850.05
1992,Space Laboratory (SL),IT Technician,431,8,37107.97,373936.64,87090.61,190929.62
1992,Space Laboratory (SL),Software Engineer,357,16,68585.48,261480.14,109578.93,242508.09
1992,Space Laboratory (SL),Web Developer,169,12,42521.44,345018.02,192911.45,325404.83
1992,Space Laboratory (SL),Cybersecurity Analyst,71,14,62955.69,192447.94,149421.97,154708.88
1992,Department Advanced,Computer Operator,348,15,49208.9,318389.87,109630.14,238793.38
1992,Department Advanced,Systems Analyst,193,5,59158.25,223653.99,170849.52,172130.16
1992,Department Advanced,Software Developer,371,18,45436.0,349533.78,179675.9,191752.77
1992,Department Advanced,Database Administrator,316,18,47294.09,250063.33,115114.54,152761.38
1992,Department Advanced,Network Engineer,324,14,38256.76,232057.68,150212.3,226931.52
1992,Department Advanced,IT Technician,459,2,57572.44,325227.2,87131.86,324540.52
1992,Department Advanced,Software Engineer,64,15,42663.47,165680.27,87216.95,156628.23
1992,Department Advanced,Web Developer,335,14,66666.13,338456.3,166707.15,288804.27
1992,Department Advanced,Cybersecurity Analyst,444,18,57209.12,360705.42,151529.19,158958.93
1992,Institute Agency,Computer Operator,252,12,69166.34,220289.21,130485.24,177598.52
1992,Institute Agency,Systems Analyst,494,18,66366.41,358764.63,175356.43,228160.84
1992,Institute Agency,Software Developer,393,13,60377.23,321772.57,107922.69,217838.1
1992,Institute Agency,Database Administrator,38,6,60349.1,218162.08,104121.02,170052.53
1992,Institute Agency,Network Engineer,431,11,64013.17,374569.2,178802.89,300796.5
1992,Institute Agency,IT Technician,106,5,50444.79,334524.27,128948.77,178598.22
1992,Institute Agency,Software Engineer,59,13,33828.63,239193.21,90609.55,171465.44
1992,Institute Agency,Web Developer,291,15,64731.39,197987.46,103860.62,192933.9
1992,Institute Agency,Cybersecurity Analyst,114,18,30434.98,345246.86,111062.15,312814.98
1992,Group Technologies Inc (GTI),Computer Operator,248,9,54768.31,312937.12,157428.42,226550.78
1992,Group Technologies Inc (GTI),Systems Analyst,376,3,64682.71,303106.6,84870.89,247773.34
1992,Group Technologies Inc (GTI),Software Developer,231,15,67709.29,348950.17,178232.52,326774.67
1992,Group Technologies Inc (GTI),Database Administrator,313,6,69268.52,182860.23,81139.93,168500.67
1992,Group Technologies Inc (GTI),Network Engineer,286,9,53773.19,370072.67,189842.22,277087.09
1992,Group Technologies Inc (GTI),IT Technician,126,3,63151.1,332076.63,96386.33,287654.41
1992,Group Technologies Inc (GTI),Software Engineer,307,2,33756.72,301523.88,187016.37,252133.32
1992,Group Technologies Inc (GTI),Web Developer,62,12,53868.58,344238.78,86867.48,199542.43
1992,Group Technologies Inc (GTI),Cybersecurity Analyst,424,8,35092.29,275895.11,93510.29,252182.06
1992,Mobile Solutions Corp (MSC),Computer Operator,80,7,34902.02,333563.99,107654.78,301023.78
1992,Mobile Solutions Corp (MSC),Systems Analyst,147,13,53482.05,243654.31,169069.89,237987.46
1992,Mobile Solutions Corp (MSC),Software Developer,294,2,47136.64,269423.25,191432.17,210437.08
1992,Mobile Solutions Corp (MSC),Database Administrator,216,7,36497.04,239121.36,167377.36,229870.36
1992,Mobile Solutions Corp (MSC),Network Engineer,150,15,38840.04,320459.88,199013.74,227275.24
1992,Mobile Solutions Corp (MSC),IT Technician,367,4,57704.14,335495.05,81346.03,229995.18
1992,Mobile Solutions Corp (MSC),Software Engineer,250,5,45893.32,339056.7,124285.07,256038.45
1992,Mobile Solutions Corp (MSC),Web Developer,279,11,59131.08,277257.55,146166.55,173314.7
1992,Mobile Solutions Corp (MSC),Cybersecurity Analyst,48,11,44854.78,355144.39,146784.86,273165.33
1992,Department Laboratory (DL),Computer Operator,496,16,53493.27,341786.44,84697.4,173109.42
1992,Department Laboratory (DL),Systems Analyst,148,12,52748.15,234348.45,180499.93,183838.72
1992,Department Laboratory (DL),Software Developer,21,17,51141.9,215624.9,171611.62,214425.03
1992,Department Laboratory (DL),Database Administrator,338,16,55721.63,316729.5,183128.65,214473.2
1992,Department Laboratory (DL),Network Engineer,250,2,55104.7,279026.36,160504.89,249477.77
1992,Department Laboratory (DL),IT Technician,389,16,58362.23,364695.58,150946.42,321014.31
1992,Department Laboratory (DL),Software Engineer,137,14,30286.29,363482.97,81163.31,291908.08
1992,Department Laboratory (DL),Web Developer,409,4,49990.31,222190.35,168957.82,203239.78
1992,Department Laboratory (DL),Cybersecurity Analyst,25,17,66018.6,336793.96,174851.87,185864.0
1992,Code AI Corp,Computer Operator,352,11,36435.25,357966.47,181556.11,186009.09
1992,Code AI Corp,Systems Analyst,67,8,52707.54,337238.96,121126.12,291193.43
1992,Code AI Corp,Software Developer,202,2,30462.59,322214.35,144801.03,177252.67
1992,Code AI Corp,Database Administrator,146,3,43083.03,235136.56,132679.2,198703.44
1992,Code AI Corp,Network Engineer,60,7,47310.32,343883.84,103742.41,222066.29
1992,Code AI Corp,IT Technician,244,13,59860.56,300669.39,182861.17,289972.78
1992,Code AI Corp,Software Engineer,231,11,67031.53,250509.76,142903.43,156086.33
1992,Code AI Corp,Web Developer,374,14,48915.18,350939.51,171744.28,205191.34
1992,Code AI Corp,Cybersecurity Analyst,187,2,38669.36,346832.99,84104.92,323486.03
1994,Cloud Net LLC (CNL),Computer Operator,41,1,49148.16,199008.08,99991.34,148541.24
1994,Cloud Net LLC (CNL),Systems Analyst,137,14,60269.18,333059.52,123941.04,226164.32
1994,Cloud Net LLC (CNL),Software Developer,113,8,60807.72,301665.6,90911.31,211789.96
1994,Cloud Net LLC (CNL),Database Administrator,210,2,35435.03,276402.05,123369.52,159110.37
1994,Cloud Net LLC (CNL),Network Engineer,218,3,53548.06,258175.82,173522.06,220642.64
1994,Cloud Net LLC (CNL),IT Technician,250,17,56499.36,291640.61,134801.93,180281.44
1994,Cloud Net LLC (CNL),Software Engineer,497,3,38592.94,286059.26,190072.48,255911.89
1994,Cloud Net LLC (CNL),Web Developer,115,15,37562.3,286961.66,162644.96,265304.15
1994,Cloud Net LLC (CNL),Cybersecurity Analyst,470,11,43510.1,227847.69,136540.95,177519.9
1994,Cyber Digital Corp,Computer Operator,282,6,57124.95,248597.36,96809.83,237931.3
1994,Cyber Digital Corp,Systems Analyst,30,7,60670.81,298822.67,107356.81,204205.86
1994,Cyber Digital Corp,Software Developer,402,16,41899.17,346623.82,141642.03,342489.82
1994,Cyber Digital Corp,Database Administrator,147,11,51947.77,349917.36,178275.64,339519.52
1994,Cyber Digital Corp,Network Engineer,398,18,37475.26,204663.07,142953.69,202948.87
1994,Cyber Digital Corp,IT Technician,179,9,60626.3,241411.81,143402.51,200277.17
1994,Cyber Digital Corp,Software Engineer,67,11,40602.69,299241.92,171852.0,230842.27
1994,Cyber Digital Corp,Web Developer,30,19,62570.46,318604.18,144707.54,157511.19
1994,Cyber Digital Corp,Cybersecurity Analyst,127,2,62208.83,335333.27,115824.46,159603.88
1994,Virtual Institute LLC,Computer Operator,368,16,36174.61,341854.56,80202.01,143601.17
1994,Virtual Institute LLC,Systems Analyst,245,3,44082.03,335338.94,142544.27,176060.28
1994,Virtual Institute LLC,Software Developer,227,10,57111.46,259473.95,104589.82,201236.74
1994,Virtual Institute LLC,Database Administrator,269,10,59020.92,292966.41,147908.31,223102.63
1994,Virtual Institute LLC,Network Engineer,266,17,50628.85,284571.84,117726.41,275302.93
1994,Virtual Institute LLC,IT Technician,143,7,43748.5,223449.74,188684.59,209225.19
1994,Virtual Institute LLC,Software Engineer,289,17,34976.57,336622.4,113353.98,318624.81
1994,Virtual Institute LLC,Web Developer,125,7,42030.23,320614.85,87903.1,146745.15
1994,Virtual Institute LLC,Cybersecurity Analyst,286,4,57472.98,272934.52,122487.06,163157.41
1994,Department Administration (DA),Computer Operator,227,1,63052.27,320148.55,144113.45,169346.82
1994,Department Administration (DA),Systems Analyst,47,16,56101.6,269450.52,155664.81,256371.53
1994,Department Administration (DA),Software Developer,393,7,31128.21,351306.28,111609.16,240781.67
1994,Department Administration (DA),Database Administrator,411,10,41963.96,247077.82,181520.77,186541.12
1994,Department Administration (DA),Network Engineer,48,12,42809.3,299407.82,145866.46,199566.46
1994,Department Administration (DA),IT Technician,118,14,59626.27,331160.49,126165.59,259515.34
1994,Department Administration (DA),Software Engineer,187,19,61403.35,276736.84,139976.96,203532.51
1994,Department Administration (DA),Web Developer,43,19,34734.05,295240.73,140073.45,228205.32
1994,Department Administration (DA),Cybersecurity Analyst,222,7,66000.42,188344.58,179649.43,181134.23
1994,Department Advanced,Computer Operator,497,11,61166.87,292169.69,165088.68,216445.02
1994,Department Advanced,Systems Analyst,135,19,34635.64,322871.97,110718.94,228409.7
1994,Department Advanced,Software Developer,252,13,67109.21,321372.78,170205.74,289930.93
1994,Department Advanced,Database Administrator,183,14,41298.95,240044.7,90270.46,165802.94
1994,Department Advanced,Network Engineer,443,4,45075.87,331254.65,84719.91,225532.0
1994,Department Advanced,IT Technician,202,11,42917.45,335645.43,137409.6,174821.15
1994,Department Advanced,Software Engineer,321,12,50445.55,260455.16,86042.24,160226.27
1994,Department Advanced,Web Developer,409,3,56063.7,187418.06,138370.99,163879.99
1994,Department Advanced,Cybersecurity Analyst,297,16,68421.42,337068.88,167833.27,304072.34
1994,Institute Agency,Computer Operator,410,2,62856.32,156537.93,90224.1,150492.58
1994,Institute Agency,Systems Analyst,182,7,62423.78,271222.57,172686.32,235185.39
1994,Institute Agency,Software Developer,406,16,44206.36,214745.69,103822.11,177369.49
1994,Institute Agency,Database Administrator,389,14,68475.5,198984.64,130511.97,169927.77
1994,Institute Agency,Network Engineer,125,19,37317.17,314431.49,156506.56,246676.09
1994,Institute Agency,IT Technician,311,8,35512.25,180248.15,150374.5,175988.92
1994,Institute Agency,Software Engineer,69,15,55880.1,254708.17,183542.95,244223.33
1994,Institute Agency,Web Developer,128,14,37653.79,230392.95,89871.64,224845.73
1994,Institute Agency,Cybersecurity Analyst,435,8,49146.62,311846.69,126045.93,187761.24
1994,Group Technologies Inc (GTI),Computer Operator,485,3,34869.81,193794.24,115318.68,175778.52
1994,Group Technologies Inc (GTI),Systems Analyst,267,15,60606.19,351276.87,105324.75,242043.89
1994,Group Technologies Inc (GTI),Software Developer,335,5,64853.77,305846.41,122814.1,276553.13
1994,Group Technologies Inc (GTI),Database Administrator,286,3,45733.68,199786.45,108480.1,157916.16
1994,Group Technologies Inc (GTI),Network Engineer,184,4,58229.05,314894.3,88716.44,184180.59
1994,Group Technologies Inc (GTI),IT Technician,377,17,32715.07,264010.81,179027.39,238668.26
1994,Group Technologies Inc (GTI),Software Engineer,481,6,40772.74,275904.44,158608.88,169692.46
1994,Group Technologies Inc (GTI),Web Developer,326,6,56706.22,344599.78,136145.04,166939.21
1994,Group Technologies Inc (GTI),Cybersecurity Analyst,301,9,47120.76,266735.72,149976.36,156639.19
1994,Mobile Solutions Corp (MSC),Computer Operator,251,10,48872.72,256548.6,172064.87,198184.27
1994,Mobile Solutions Corp (MSC),Systems Analyst,487,1,62194.88,347439.91,178537.29,287528.94
1994,Mobile Solutions Corp (MSC),Software Developer,57,19,60236.77,346667.85,158189.38,306407.09
1994,Mobile Solutions Corp (MSC),Database Administrator,382,5,69231.44,265066.24,92151.79,144819.48
1994,Mobile Solutions Corp (MSC),Network Engineer,309,15,53066.04,240353.85,116869.03,209297.92
1994,Mobile Solutions Corp (MSC),IT Technician,385,4,67155.04,253017.24,132830.81,240741.43
1994,Mobile Solutions Corp (MSC),Software Engineer,138,19,45216.63,325695.23,82378.73,210756.56
1994,Mobile Solutions Corp (MSC),Web Developer,293,14,58819.58,269829.01,186269.38,218153.62
1994,Mobile Solutions Corp (MSC),Cybersecurity Analyst,352,8,57170.65,274293.2,134456.6,194369.33
1994,Department Laboratory (DL),Computer Operator,370,13,47130.07,341479.1,175608.89,251520.66
1994,Department Laboratory (DL),Systems Analyst,264,14,41921.82,224031.13,146220.15,220888.32
1994,Department Laboratory (DL),Software Developer,386,12,55434.92,251244.51,130592.13,170644.31
1994,Department Laboratory (DL),Database Administrator,155,10,69969.84,286264.37,105273.82,158013.21
1994,Department Laboratory (DL),Network Engineer,165,16,62847.2,250437.11,167464.72,191994.65
1994,Department Laboratory (DL),IT Technician,396,7,55081.68,249769.4,144488.79,151429.37
1994,Department Laboratory (DL),Software Engineer,499,4,65940.05,259265.72,142729.98,178493.94
1994,Department Laboratory (DL),Web Developer,280,1,30370.67,293940.19,112688.43,258660.69
1994,Department Laboratory (DL),Cybersecurity Analyst,117,17,36518.32,287120.97,104062.01,272445.32
1994,Code AI Corp,Computer Operator,279,3,56009.4,344188.29,93493.79,242580.65
1994,Code AI Corp,Systems Analyst,423,17,68405.03,341831.42,156757.47,182248.18
1994,Code AI Corp,Software Developer,485,8,31301.46,311874.99,183436.68,285662.79
1994,Code AI Corp,Database Administrator,129,5,69248.86,210955.57,128336.4,169106.19
1994,Code AI Corp,Network Engineer,339,14,62068.85,311660.35,194328.78,232292.25
1994,Code AI Corp,IT Technician,346,18,31647.59,273717.79,90873.03,175518.54
1994,Code AI Corp,Software Engineer,221,5,62268.47,319724.65,155447.27,277264.17
1994,Code AI Corp,Web Developer,301,1,33421.18,197063.78,161239.4,191934.12
1994,Code AI Corp,Cybersecurity Analyst,477,4,69978.19,239508.89,134047.72,150605.45
1996,Cloud Net LLC (CNL),Computer Operator,101,18,34975.82,322642.13,115465.14,167599.64
1996,Cloud Net LLC (CNL),Systems Analyst,382,15,69327.03,236226.48,88623.38,145488.58
1996,Cloud Net LLC (CNL),Software Developer,275,6,65979.14,245958.75,184721.28,189654.87
1996,Cloud Net LLC (CNL),Database Administrator,27,10,54880.76,287342.35,162605.94,193198.17
1996,Cloud Net LLC (CNL),Network Engineer,488,14,55539.12,281570.83,171526.86,246710.38
1996,Cloud Net LLC (CNL),IT Technician,471,5,40823.86,296078.99,144135.81,168969.38
1996,Cloud Net LLC (CNL),Software Engineer,399,11,34884.69,232617.38,164610.53,175776.97
1996,Cloud Net LLC (CNL),Web Developer,425,2,40302.13,320053.66,143841.68,193448.12
1996,Cloud Net LLC (CNL),Cybersecurity Analyst,409,2,46855.56,295494.98,147556.96,213383.26
1996,Cyber Digital Corp,Computer Operator,394,11,69918.5,228544.19,189451.19,192200.44
1996,Cyber Digital Corp,Systems Analyst,38,4,66543.27,330705.28,97046.98,267922.91
1996,Cyber Digital Corp,Software Developer,368,7,43838.16,216101.41,125438.59,162298.33
1996,Cyber Digital Corp,Database Administrator,431,6,41452.77,280848.22,155655.41,161674.63
1996,Cyber Digital Corp,Network Engineer,128,13,55423.72,249738.26,81453.64,139578.87
1996,Cyber Digital Corp,IT Technician,68,9,68263.27,253473.15,136386.93,169732.45
1996,Cyber Digital Corp,Software Engineer,451,15,43885.63,175187.58,153502.46,158211.17
1996,Cyber Digital Corp,Web Developer,320,13,43566.83,225273.98,120074.17,216168.21
1996,Cyber Digital Corp,Cybersecurity Analyst,269,7,63345.05,306184.12,161692.53,183040.48
1996,Department Administration (DA),Computer Operator,164,2,52771.72,282906.78,136510.71,168468.44
1996,Department Administration (DA),Systems Analyst,465,5,69406.8,315304.14,141049.19,246865.07
1996,Department Administration (DA),Software Developer,484,1,52593.54,329711.15,191061.46,260691.91
1996,Department Administration (DA),Database Administrator,142,19,39362.46,313526.38,141392.32,198502.64
1996,Department Administration (DA),Network Engineer,51,10,69017.67,326422.24,180021.88,259838.2
1996,Department Administration (DA),IT Technician,224,10,54833.69,310056.78,94141.25,275544.4
1996,Department Administration (DA),Software Engineer,77,14,53983.38,235180.93,170067.95,192167.78
1996,Department Administration (DA),Web Developer,64,13,33863.81,302367.26,188442.37,295651.61
1996,Department Administration (DA),Cybersecurity Analyst,361,17,52245.78,253389.07,160438.64,221611.06
1996,Department Advanced,Computer Operator,88,11,42415.92,314234.48,108634.23,247451.92
1996,Department Advanced,Systems Analyst,271,16,63891.71,307360.53,198406.23,300282.78
1996,Department Advanced,Software Developer,190,7,61596.55,178560.76,145163.07,174678.27
1996,Department Advanced,Database Administrator,367,7,57201.27,321157.98,83982.74,240371.16
1996,Department Advanced,Network Engineer,439,14,32883.74,283270.61,98722.44,178903.83
1996,Department Advanced,IT Technician,154,10,59597.25,270794.74,185236.8,185840.61
1996,Department Advanced,Software Engineer,363,6,32623.7,293055.36,138960.9,260982.4
1996,Department Advanced,Web Developer,91,11,60046.05,324850.14,166699.28,205855.77
1996,Department Advanced,Cybersecurity Analyst,260,17,44838.81,289298.68,134895.83,237110.69
1996,Institute Agency,Computer Operator,388,3,52072.14,274009.59,138086.09,196148.24
1996,Institute Agency,Systems Analyst,307,8,69880.49,327160.11,171268.15,242550.67
1996,Institute Agency,Software Developer,430,4,51414.87,146190.54,115249.66,138309.1
1996,Institute Agency,Database Administrator,381,1,66746.31,311238.3,191324.95,306244.33
1996,Institute Agency,Network Engineer,172,10,47178.47,333061.77,186568.21,288755.13
1996,Institute Agency,IT Technician,173,5,61413.61,310369.93,100583.83,247328.06
1996,Institute Agency,Software Engineer,246,17,58532.48,205536.2,127033.42,140839.23
1996,Institute Agency,Web Developer,466,2,54159.63,304459.79,196283.35,283280.68
1996,Institute Agency,Cybersecurity Analyst,429,6,58378.22,318952.38,146558.92,190604.78
1996,Group Technologies Inc (GTI),Computer Operator,372,1,46652.52,300662.88,108064.86,220930.41
1996,Group Technologies Inc (GTI),Systems Analyst,369,9,49216.43,322905.14,137125.72,207158.21
