Year,Employer,Role,Count Male,Count Female,Count Total,Min Salary,Max Salary,Average Male Salary,Average Female Salary
1990,Virtual Institute LLC,Network Engineer,163,17,180,43280.01,373697.24,188973.11,143741.48
1990,Virtual Institute LLC,IT Technician,429,14,443,30075.85,353366.0,178645.49,135885.83
1990,Virtual Institute LLC,Software Engineer,319,16,335,68401.92,251974.46,158981.47,120928.49
1990,Virtual Institute LLC,Web Developer,483,7,490,31663.62,325794.74,174160.48,132474.33
1990,Virtual Institute LLC,Cybersecurity Analyst,441,8,449,32981.27,395734.75,80959.6,61581.53
1990,Department Administration (DA),Computer Operator,236,2,238,41466.76,387017.03,188719.04,143548.22
1990,Department Administration (DA),Systems Analyst,235,14,249,35818.47,272147.41,149002.1,113337.73
1990,Department Administration (DA),Software Developer,253,7,260,41372.19,329326.11,104361.16,79381.81
1990,Department Administration (DA),Database Administrator,102,1,103,30315.82,370625.33,174369.6,132633.39
1990,Department Administration (DA),Network Engineer,385,17,402,31023.6,254532.64,171776.32,130660.83
1990,Department Administration (DA),IT Technician,67,11,78,69841.93,332625.45,102888.06,78261.3
1990,Department Administration (DA),Software Engineer,55,11,66,61351.59,254819.53,189018.89,143776.3
1990,Department Administration (DA),Web Developer,256,8,264,54333.86,339570.89,192957.97,146772.55
1990,Department Administration (DA),Cybersecurity Analyst,31,1,32,66609.23,378695.37,125965.7,95815.2
1990,Space Laboratory (SL),Computer Operator,485,8,493,56184.6,325780.7,190415.16,144838.37
1990,Space Laboratory (SL),Systems Analyst,141,18,159,47209.51,281079.7,158335.28,120436.96
1990,Space Laboratory (SL),Software Developer,76,1,77,45038.31,396397.44,82198.93,62524.22
1990,Space Laboratory (SL),Database Administrator,417,15,432,54617.23,295148.16,195840.04,148964.78
1990,Space Laboratory (SL),Network Engineer,64,12,76,50399.54,363568.89,160571.44,122137.89
1990,Space Laboratory (SL),IT Technician,333,9,342,49777.24,371195.26,96124.61,73116.72
1990,Space Laboratory (SL),Software Engineer,307,17,324,62238.41,392889.53,194912.98,148259.62
1990,Space Laboratory (SL),Web Developer,381,10,391,60990.41,318427.35,145174.09,110425.97
1990,Space Laboratory (SL),Cybersecurity Analyst,69,8,77,43931.61,394920.16,199664.22,151873.62
1990,Department Advanced,Computer Operator,454,18,472,62975.36,286967.81,147615.05,112282.67
1990,Department Advanced,Systems Analyst,68,19,87,47381.05,225987.34,136322.6,103693.13
1990,Department Advanced,Software Developer,98,18,116,64604.85,319877.43,85458.27,65003.42
1990,Department Advanced,Database Administrator,239,8,247,60740.64,359141.25,86268.17,65619.47
1990,Department Advanced,Network Engineer,356,17,373,59055.74,350985.27,161783.8,123060.06
1990,Department Advanced,IT Technician,489,13,502,62689.33,337848.32,94319.63,71743.77
1990,Department Advanced,Software Engineer,429,8,437,42352.01,329937.2,125308.0,95314.92
1990,Department Advanced,Web Developer,498,4,502,52542.14,283635.47,151705.24,115393.86
1990,Department Advanced,Cybersecurity Analyst,172,1,173,65753.21,235321.22,168447.96,128129.13
1990,Institute Agency,Computer Operator,339,18,357,30735.18,341228.47,138970.45,105707.2
1990,Institute Agency,Systems Analyst,225,14,239,49314.5,307909.93,171849.62,130716.58
1990,Institute Agency,Software Developer,401,10,411,40424.86,335397.56,174384.18,132644.48
1990,Institute Agency,Database Administrator,229,1,230,42148.36,390413.16,166055.66,126309.43
1990,Institute Agency,Network Engineer,390,11,401,30792.46,373251.48,130843.19,99525.24
1990,Institute Agency,IT Technician,21,16,37,62692.46,209536.33,178989.02,136147.13
1990,Institute Agency,Software Engineer,209,11,220,53068.76,370748.82,90830.04,69089.43
1990,Institute Agency,Web Developer,287,9,296,47045.89,336122.18,84531.49,64298.47
1990,Institute Agency,Cybersecurity Analyst,392,12,404,62750.31,385188.11,192070.62,146097.59
1990,Group Technologies Inc (GTI),Computer Operator,224,13,237,39493.79,216546.02,91031.08,69242.35
1990,Group Technologies Inc (GTI),Systems Analyst,267,3,270,45846.77,303615.04,139401.92,106035.4
1990,Group Technologies Inc (GTI),Software Developer,418,14,432,67287.25,327817.92,94085.82,71565.92
1990,Group Technologies Inc (GTI),Database Administrator,32,19,51,48001.29,323506.84,108016.97,82162.59
1990,Group Technologies Inc (GTI),Network Engineer,209,8,217,36869.96,239088.6,97309.49,74017.99
1990,Group Technologies Inc (GTI),IT Technician,125,9,134,31244.26,296818.45,99514.38,75695.13
1990,Group Technologies Inc (GTI),Software Engineer,254,19,273,55124.44,345985.84,190803.87,145134.04
1990,Group Technologies Inc (GTI),Web Developer,169,18,187,44959.36,393304.88,165999.51,126266.72
1990,Group Technologies Inc (GTI),Cybersecurity Analyst,322,1,323,36325.73,177185.29,92603.16,70438.15
1990,Mobile Solutions Corp (MSC),Computer Operator,489,10,499,68604.37,303354.92,116089.54,88302.95
1990,Mobile Solutions Corp (MSC),Systems Analyst,147,19,166,56749.13,333040.76,174456.21,132699.27
1990,Mobile Solutions Corp (MSC),Software Developer,142,6,148,50916.34,387179.34,136555.16,103870.02
1990,Mobile Solutions Corp (MSC),Database Administrator,440,11,451,41341.28,378807.68,93508.65,71126.9
1990,Mobile Solutions Corp (MSC),Network Engineer,287,4,291,40116.92,352547.57,176308.15,134107.94
1990,Mobile Solutions Corp (MSC),IT Technician,195,4,199,47221.87,361259.26,197367.07,150126.31
1990,Mobile Solutions Corp (MSC),Software Engineer,378,13,391,63134.46,289310.37,82341.72,62632.83
1990,Mobile Solutions Corp (MSC),Web Developer,249,5,254,46752.69,342433.57,110430.8,83998.65
1990,Mobile Solutions Corp (MSC),Cybersecurity Analyst,104,14,118,55091.0,338075.38,103237.54,78527.14
1990,Department Laboratory (DL),Computer Operator,451,7,458,50012.73,279403.9,91949.87,69941.22
1990,Department Laboratory (DL),Systems Analyst,384,17,401,54247.41,354517.42,103179.11,78482.69
1990,Department Laboratory (DL),Software Developer,317,3,320,59296.07,306658.34,190921.64,145223.62
1990,Department Laboratory (DL),Database Administrator,92,15,107,59096.05,252300.73,144079.48,109593.36
1990,Department Laboratory (DL),Network Engineer,294,6,300,49784.39,384256.16,140907.33,107180.48
1990,Department Laboratory (DL),IT Technician,283,19,302,49019.69,245929.78,113527.24,86353.95
1990,Department Laboratory (DL),Software Engineer,32,9,41,47695.18,378418.97,197743.17,150412.39
1990,Department Laboratory (DL),Web Developer,245,8,253,35822.96,302790.51,176146.74,133985.17
1990,Department Laboratory (DL),Cybersecurity Analyst,417,1,418,32362.99,305112.77,153164.37,116503.74
1990,Code AI Corp,Computer Operator,178,5,183,49884.62,355179.4,117669.67,89504.87
1990,Code AI Corp,Systems Analyst,256,2,258,42353.11,352476.27,122809.45,93414.41
1990,Code AI Corp,Software Developer,218,6,224,67713.51,208581.59,137245.5,104395.13
1990,Code AI Corp,Database Administrator,433,9,442,69703.82,392323.06,106628.03,81106.1
1990,Code AI Corp,Network Engineer,206,7,213,40416.84,293955.11,160177.6,121838.32
1990,Code AI Corp,IT Technician,79,2,81,47447.77,330777.25,137370.51,104490.21
1990,Code AI Corp,Software Engineer,98,3,101,33560.18,357192.34,176480.02,134238.67
1990,Code AI Corp,Web Developer,171,12,183,47964.74,379213.39,96828.18,73651.89
1990,Code AI Corp,Cybersecurity Analyst,344,12,356,43706.46,378237.61,148445.66,112914.47
1992,Cloud Net LLC (CNL),Computer Operator,387,7,394,39548.82,302028.86,178031.63,136969.5
1992,Cloud Net LLC (CNL),Systems Analyst,98,8,106,53929.22,311078.58,112770.27,86760.35
1992,Cloud Net LLC (CNL),Software Developer,300,6,306,45939.65,348250.5,170080.78,130852.47
1992,Cloud Net LLC (CNL),Database Administrator,41,14,55,38917.17,339676.85,150214.58,115568.31
1992,Cloud Net LLC (CNL),Network Engineer,66,16,82,42502.56,330805.18,119620.0,92030.23
1992,Cloud Net LLC (CNL),IT Technician,122,7,129,39116.14,193051.28,182295.41,140249.86
1992,Cloud Net LLC (CNL),Software Engineer,410,13,423,31666.3,254341.86,87303.45,67167.33
1992,Cloud Net LLC (CNL),Web Developer,160,17,177,57479.74,167404.82,102477.3,78841.41
1992,Cloud Net LLC (CNL),Cybersecurity Analyst,223,11,234,35353.52,305552.03,98272.89,75606.72
1992,Cyber Digital Corp,Computer Operator,55,13,68,49664.67,342862.99,133689.2,102854.43
1992,Cyber Digital Corp,Systems Analyst,306,17,323,34037.39,191111.25,100591.52,77390.57
1992,Cyber Digital Corp,Software Developer,142,16,158,63747.96,313816.98,151467.75,116532.45
1992,Cyber Digital Corp,Database Administrator,219,1,220,34302.22,212932.97,181941.32,139977.43
1992,Cyber Digital Corp,Network Engineer,346,12,358,62011.62,336176.69,141349.3,108747.77
1992,Cyber Digital Corp,IT Technician,476,15,491,49600.54,358008.0,164508.4,126565.33
1992,Cyber Digital Corp,Software Engineer,118,15,133,57874.7,253696.48,89808.84,69094.87
1992,Cyber Digital Corp,Web Developer,165,3,168,51337.81,338742.97,141518.4,108877.87
1992,Cyber Digital Corp,Cybersecurity Analyst,496,15,511,38244.55,272403.76,176016.99,135419.52
1992,Virtual Institute LLC,Computer Operator,221,13,234,57622.9,354631.99,163785.48,126009.15
1992,Virtual Institute LLC,Systems Analyst,85,18,103,58242.19,304839.41,153452.29,118059.26
1992,Virtual Institute LLC,Software Developer,479,16,495,62612.92,259836.7,162822.75,125268.47
1992,Virtual Institute LLC,Database Administrator,180,13,193,30901.68,258144.5,152787.86,117548.08
1992,Virtual Institute LLC,Network Engineer,452,4,456,32502.53,331214.03,133672.96,102841.94
1992,Virtual Institute LLC,IT Technician,370,6,376,41952.53,221191.81,172583.33,132777.82
1992,Virtual Institute LLC,Software Engineer,311,6,317,34162.43,310722.94,85963.06,66136.1
1992,Virtual Institute LLC,Web Developer,299,16,315,39513.32,373328.63,148403.09,114174.64
1992,Virtual Institute LLC,Cybersecurity Analyst,264,2,266,32307.2,281192.76,122395.77,94165.78
1992,Department Administration (DA),Computer Operator,326,10,336,61877.95,193420.04,89949.11,69202.78
1992,Department Administration (DA),Systems Analyst,333,5,338,56897.52,291513.02,173808.04,133720.06
1992,Department Administration (DA),Software Developer,243,3,246,36155.8,235226.39,177436.25,136511.44
1992,Department Administration (DA),Database Administrator,200,12,212,35521.09,165974.51,81798.84,62932.33
1992,Department Administration (DA),Network Engineer,32,19,51,61020.82,238416.47,111638.87,85889.9
1992,Department Administration (DA),IT Technician,43,10,53,39405.5,356566.7,190730.1,146739.13
1992,Department Administration (DA),Software Engineer,380,9,389,34189.02,365911.9,110795.04,85240.7
1992,Department Administration (DA),Web Developer,123,2,125,35882.91,336621.34,118313.29,91024.9
1992,Department Administration (DA),Cybersecurity Analyst,80,10,90,68061.21,243751.45,163334.98,125662.56
1992,Space Laboratory (SL),Computer Operator,378,19,397,40833.71,332331.84,141011.89,108488.18
1992,Space Laboratory (SL),Systems Analyst,315,15,330,65929.37,291096.21,82700.92,63626.35
1992,Space Laboratory (SL),Software Developer,450,4,454,63728.71,169368.91,115383.45,88770.82
1992,Space Laboratory (SL),Database Administrator,336,12,348,63095.24,330405.66,108134.55,83193.84
1992,Space Laboratory (SL),Network Engineer,78,13,91,54749.33,291326.25,141262.62,108681.08
1992,Space Laboratory (SL),IT Technician,431,8,439,37107.97,373936.64,87090.61,67003.58
1992,Space Laboratory (SL),Software Engineer,357,16,373,68585.48,261480.14,109578.93,84305.08
1992,Space Laboratory (SL),Web Developer,169,12,181,42521.44,345018.02,192911.45,148417.36
1992,Space Laboratory (SL),Cybersecurity Analyst,71,14,85,62955.69,192447.94,149421.97,114958.52
1992,Department Advanced,Computer Operator,348,15,363,49208.9,318389.87,109630.14,84344.48
1992,Department Advanced,Systems Analyst,193,5,198,59158.25,223653.99,170849.52,131443.9
1992,Department Advanced,Software Developer,371,18,389,45436.0,349533.78,179675.9,138234.52
1992,Department Advanced,Database Administrator,316,18,334,47294.09,250063.33,115114.54,88563.93
1992,Department Advanced,Network Engineer,324,14,338,38256.76,232057.68,150212.3,115566.56
1992,Department Advanced,IT Technician,459,2,461,57572.44,325227.2,87131.86,67035.32
1992,Department Advanced,Software Engineer,64,15,79,42663.47,165680.27,87216.95,67100.78
1992,Department Advanced,Web Developer,335,14,349,66666.13,338456.3,166707.15,128256.95
1992,Department Advanced,Cybersecurity Analyst,444,18,462,57209.12,360705.42,151529.19,116579.72
1992,Institute Agency,Computer Operator,252,12,264,69166.34,220289.21,130485.24,100389.45
1992,Institute Agency,Systems Analyst,494,18,512,66366.41,358764.63,175356.43,134911.32
1992,Institute Agency,Software Developer,393,13,406,60377.23,321772.57,107922.69,83030.84
1992,Institute Agency,Database Administrator,38,6,44,60349.1,218162.08,104121.02,80106.01
1992,Institute Agency,Network Engineer,431,11,442,64013.17,374569.2,178802.89,137562.87
1992,Institute Agency,IT Technician,106,5,111,50444.79,334524.27,128948.77,99207.36
1992,Institute Agency,Software Engineer,59,13,72,33828.63,239193.21,90609.55,69710.9
1992,Institute Agency,Web Developer,291,15,306,64731.39,197987.46,103860.62,79905.67
1992,Institute Agency,Cybersecurity Analyst,114,18,132,30434.98,345246.86,111062.15,85446.2
1992,Group Technologies Inc (GTI),Computer Operator,248,9,257,54768.31,312937.12,157428.42,121118.32
1992,Group Technologies Inc (GTI),Systems Analyst,376,3,379,64682.71,303106.6,84870.89,65295.83
1992,Group Technologies Inc (GTI),Software Developer,231,15,246,67709.29,348950.17,178232.52,137124.05
1992,Group Technologies Inc (GTI),Database Administrator,313,6,319,69268.52,182860.23,81139.93,62425.4
1992,Group Technologies Inc (GTI),Network Engineer,286,9,295,53773.19,370072.67,189842.22,146056.03
1992,Group Technologies Inc (GTI),IT Technician,126,3,129,63151.1,332076.63,96386.33,74155.29
1992,Group Technologies Inc (GTI),Software Engineer,307,2,309,33756.72,301523.88,187016.37,143881.95
1992,Group Technologies Inc (GTI),Web Developer,62,12,74,53868.58,344238.78,86867.48,66831.92
1992,Group Technologies Inc (GTI),Cybersecurity Analyst,424,8,432,35092.29,275895.11,93510.29,71942.59
1992,Mobile Solutions Corp (MSC),Computer Operator,80,7,87,34902.02,333563.99,107654.78,82824.73
1992,Mobile Solutions Corp (MSC),Systems Analyst,147,13,160,53482.05,243654.31,169069.89,130074.74
1992,Mobile Solutions Corp (MSC),Software Developer,294,2,296,47136.64,269423.25,191432.17,147279.27
1992,Mobile Solutions Corp (MSC),Database Administrator,216,7,223,36497.04,239121.36,167377.36,128772.58
1992,Mobile Solutions Corp (MSC),Network Engineer,150,15,165,38840.04,320459.88,199013.74,153112.18
1992,Mobile Solutions Corp (MSC),IT Technician,367,4,371,57704.14,335495.05,81346.03,62583.96
1992,Mobile Solutions Corp (MSC),Software Engineer,250,5,255,45893.32,339056.7,124285.07,95619.32
1992,Mobile Solutions Corp (MSC),Web Developer,279,11,290,59131.08,277257.55,146166.55,112453.94
1992,Mobile Solutions Corp (MSC),Cybersecurity Analyst,48,11,59,44854.78,355144.39,146784.86,112929.64
1992,Department Laboratory (DL),Computer Operator,496,16,512,53493.27,341786.44,84697.4,65162.35
1992,Department Laboratory (DL),Systems Analyst,148,12,160,52748.15,234348.45,180499.93,138868.49
1992,Department Laboratory (DL),Software Developer,21,17,38,51141.9,215624.9,171611.62,132030.23
1992,Department Laboratory (DL),Database Administrator,338,16,354,55721.63,316729.5,183128.65,140890.91
1992,Department Laboratory (DL),Network Engineer,250,2,252,55104.7,279026.36,160504.89,123485.21
1992,Department Laboratory (DL),IT Technician,389,16,405,58362.23,364695.58,150946.42,116131.36
1992,Department Laboratory (DL),Software Engineer,137,14,151,30286.29,363482.97,81163.31,62443.39
1992,Department Laboratory (DL),Web Developer,409,4,413,49990.31,222190.35,168957.82,129988.52
1992,Department Laboratory (DL),Cybersecurity Analyst,25,17,42,66018.6,336793.96,174851.87,134523.13
1992,Code AI Corp,Computer Operator,352,11,363,36435.25,357966.47,181556.11,139681.07
1992,Code AI Corp,Systems Analyst,67,8,75,52707.54,337238.96,121126.12,93188.97
1992,Code AI Corp,Software Developer,202,2,204,30462.59,322214.35,144801.03,111403.37
1992,Code AI Corp,Database Administrator,146,3,149,43083.03,235136.56,132679.2,102077.38
1992,Code AI Corp,Network Engineer,60,7,67,47310.32,343883.84,103742.41,79814.73
1992,Code AI Corp,IT Technician,244,13,257,59860.56,300669.39,182861.17,140685.13
1992,Code AI Corp,Software Engineer,231,11,242,67031.53,250509.76,142903.43,109943.45
1992,Code AI Corp,Web Developer,374,14,388,48915.18,350939.51,171744.28,132132.29
1992,Code AI Corp,Cybersecurity Analyst,187,2,189,38669.36,346832.99,84104.92,64706.53
1994,Cloud Net LLC (CNL),Computer Operator,41,1,42,49148.16,199008.08,99991.34,77799.71
1994,Cloud Net LLC (CNL),Systems Analyst,137,14,151,60269.18,333059.52,123941.04,96434.13
1994,Cloud Net LLC (CNL),Software Developer,113,8,121,60807.72,301665.6,90911.31,70734.86
1994,Cloud Net LLC (CNL),Database Administrator,210,2,212,35435.03,276402.05,123369.52,95989.45
1994,Cloud Net LLC (CNL),Network Engineer,218,3,221,53548.06,258175.82,173522.06,135011.36
1994,Cloud Net LLC (CNL),IT Technician,250,17,267,56499.36,291640.61,134801.93,104884.6
1994,Cloud Net LLC (CNL),Software Engineer,497,3,500,38592.94,286059.26,190072.48,147888.65
1994,Cloud Net LLC (CNL),Web Developer,115,15,130,37562.3,286961.66,162644.96,126548.27
1994,Cloud Net LLC (CNL),Cybersecurity Analyst,470,11,481,43510.1,227847.69,136540.95,106237.67
1994,Cyber Digital Corp,Computer Operator,282,6,288,57124.95,248597.36,96809.83,75324.29
1994,Cyber Digital Corp,Systems Analyst,30,7,37,60670.81,298822.67,107356.81,83530.52
1994,Cyber Digital Corp,Software Developer,402,16,418,41899.17,346623.82,141642.03,110206.64
1994,Cyber Digital Corp,Database Administrator,147,11,158,51947.77,349917.36,178275.64,138709.95
1994,Cyber Digital Corp,Network Engineer,398,18,416,37475.26,204663.07,142953.69,111227.19
1994,Cyber Digital Corp,IT Technician,179,9,188,60626.3,241411.81,143402.51,111576.4
1994,Cyber Digital Corp,Software Engineer,67,11,78,40602.69,299241.92,171852.0,133711.94
1994,Cyber Digital Corp,Web Developer,30,19,49,62570.46,318604.18,144707.54,112591.8
1994,Cyber Digital Corp,Cybersecurity Analyst,127,2,129,62208.83,335333.27,115824.46,90118.9
1994,Virtual Institute LLC,Computer Operator,368,16,384,36174.61,341854.56,80202.01,62402.34
1994,Virtual Institute LLC,Systems Analyst,245,3,248,44082.03,335338.94,142544.27,110908.64
1994,Virtual Institute LLC,Software Developer,227,10,237,57111.46,259473.95,104589.82,81377.63
1994,Virtual Institute LLC,Database Administrator,269,10,279,59020.92,292966.41,147908.31,115082.21
1994,Virtual Institute LLC,Network Engineer,266,17,283,50628.85,284571.84,117726.41,91598.74
1994,Virtual Institute LLC,IT Technician,143,7,150,43748.5,223449.74,188684.59,146808.78
1994,Virtual Institute LLC,Software Engineer,289,17,306,34976.57,336622.4,113353.98,88196.71
1994,Virtual Institute LLC,Web Developer,125,7,132,42030.23,320614.85,87903.1,68394.28
1994,Virtual Institute LLC,Cybersecurity Analyst,286,4,290,57472.98,272934.52,122487.06,95302.84
1994,Department Administration (DA),Computer Operator,227,1,228,63052.27,320148.55,144113.45,112129.56
1994,Department Administration (DA),Systems Analyst,47,16,63,56101.6,269450.52,155664.81,121117.27
1994,Department Administration (DA),Software Developer,393,7,400,31128.21,351306.28,111609.16,86839.13
1994,Department Administration (DA),Database Administrator,411,10,421,41963.96,247077.82,181520.77,141234.87
1994,Department Administration (DA),Network Engineer,48,12,60,42809.3,299407.82,145866.46,113493.52
1994,Department Administration (DA),IT Technician,118,14,132,59626.27,331160.49,126165.59,98164.97
1994,Department Administration (DA),Software Engineer,187,19,206,61403.35,276736.84,139976.96,108911.11
1994,Department Administration (DA),Web Developer,43,19,62,34734.05,295240.73,140073.45,108986.18
1994,Department Administration (DA),Cybersecurity Analyst,222,7,229,66000.42,188344.58,179649.43,139778.85
1994,Department Advanced,Computer Operator,497,11,508,61166.87,292169.69,165088.68,128449.64
1994,Department Advanced,Systems Analyst,135,19,154,34635.64,322871.97,110718.94,86146.48
1994,Department Advanced,Software Developer,252,13,265,67109.21,321372.78,170205.74,132431.05
1994,Department Advanced,Database Administrator,183,14,197,41298.95,240044.7,90270.46,70236.24
1994,Department Advanced,Network Engineer,443,4,447,45075.87,331254.65,84719.91,65917.56
1994,Department Advanced,IT Technician,202,11,213,42917.45,335645.43,137409.6,106913.53
1994,Department Advanced,Software Engineer,321,12,333,50445.55,260455.16,86042.24,66946.41
1994,Department Advanced,Web Developer,409,3,412,56063.7,187418.06,138370.99,107661.56
1994,Department Advanced,Cybersecurity Analyst,297,16,313,68421.42,337068.88,167833.27,130585.11
1994,Institute Agency,Computer Operator,410,2,412,62856.32,156537.93,90224.1,70200.17
1994,Institute Agency,Systems Analyst,182,7,189,62423.78,271222.57,172686.32,134361.1
1994,Institute Agency,Software Developer,406,16,422,44206.36,214745.69,103822.11,80780.3
1994,Institute Agency,Database Administrator,389,14,403,68475.5,198984.64,130511.97,101546.73
1994,Institute Agency,Network Engineer,125,19,144,37317.17,314431.49,156506.56,121772.2
1994,Institute Agency,IT Technician,311,8,319,35512.25,180248.15,150374.5,117001.06
1994,Institute Agency,Software Engineer,69,15,84,55880.1,254708.17,183542.95,142808.26
1994,Institute Agency,Web Developer,128,14,142,37653.79,230392.95,89871.64,69925.93
1994,Institute Agency,Cybersecurity Analyst,435,8,443,49146.62,311846.69,126045.93,98071.87
1994,Group Technologies Inc (GTI),Computer Operator,485,3,488,34869.81,193794.24,115318.68,89725.37
1994,Group Technologies Inc (GTI),Systems Analyst,267,15,282,60606.19,351276.87,105324.75,81949.45
1994,Group Technologies Inc (GTI),Software Developer,335,5,340,64853.77,305846.41,122814.1,95557.29
1994,Group Technologies Inc (GTI),Database Administrator,286,3,289,45733.68,199786.45,108480.1,84404.52
1994,Group Technologies Inc (GTI),Network Engineer,184,4,188,58229.05,314894.3,88716.44,69027.11
1994,Group Technologies Inc (GTI),IT Technician,377,17,394,32715.07,264010.81,179027.39,139294.86
1994,Group Technologies Inc (GTI),Software Engineer,481,6,487,40772.74,275904.44,158608.88,123407.94
1994,Group Technologies Inc (GTI),Web Developer,326,6,332,56706.22,344599.78,136145.04,105929.62
1994,Group Technologies Inc (GTI),Cybersecurity Analyst,301,9,310,47120.76,266735.72,149976.36,116691.28
1994,Mobile Solutions Corp (MSC),Computer Operator,251,10,261,48872.72,256548.6,172064.87,133877.57
1994,Mobile Solutions Corp (MSC),Systems Analyst,487,1,488,62194.88,347439.91,178537.29,138913.53
1994,Mobile Solutions Corp (MSC),Software Developer,57,19,76,60236.77,346667.85,158189.38,123081.54
1994,Mobile Solutions Corp (MSC),Database Administrator,382,5,387,69231.44,265066.24,92151.79,71700.04
1994,Mobile Solutions Corp (MSC),Network Engineer,309,15,324,53066.04,240353.85,116869.03,90931.65
1994,Mobile Solutions Corp (MSC),IT Technician,385,4,389,67155.04,253017.24,132830.81,103350.94
1994,Mobile Solutions Corp (MSC),Software Engineer,138,19,157,45216.63,325695.23,82378.73,64095.97
1994,Mobile Solutions Corp (MSC),Web Developer,293,14,307,58819.58,269829.01,186269.38,144929.6
1994,Mobile Solutions Corp (MSC),Cybersecurity Analyst,352,8,360,57170.65,274293.2,134456.6,104615.91
1994,Department Laboratory (DL),Computer Operator,370,13,383,47130.07,341479.1,175608.89,136635.05
1994,Department Laboratory (DL),Systems Analyst,264,14,278,41921.82,224031.13,146220.15,113768.71
1994,Department Laboratory (DL),Software Developer,386,12,398,55434.92,251244.51,130592.13,101609.1
1994,Department Laboratory (DL),Database Administrator,155,10,165,69969.84,286264.37,105273.82,81909.82
1994,Department Laboratory (DL),Network Engineer,165,16,181,62847.2,250437.11,167464.72,130298.36
1994,Department Laboratory (DL),IT Technician,396,7,403,55081.68,249769.4,144488.79,112421.6
1994,Department Laboratory (DL),Software Engineer,499,4,503,65940.05,259265.72,142729.98,111053.13
1994,Department Laboratory (DL),Web Developer,280,1,281,30370.67,293940.19,112688.43,87678.87
1994,Department Laboratory (DL),Cybersecurity Analyst,117,17,134,36518.32,287120.97,104062.01,80966.96
1994,Code AI Corp,Computer Operator,279,3,282,56009.4,344188.29,93493.79,72744.2
1994,Code AI Corp,Systems Analyst,423,17,440,68405.03,341831.42,156757.47,121967.43
1994,Code AI Corp,Software Developer,485,8,493,31301.46,311874.99,183436.68,142725.57
1994,Code AI Corp,Database Administrator,129,5,134,69248.86,210955.57,128336.4,99854.0
1994,Code AI Corp,Network Engineer,339,14,353,62068.85,311660.35,194328.78,151200.33
1994,Code AI Corp,IT Technician,346,18,364,31647.59,273717.79,90873.03,70705.08
1994,Code AI Corp,Software Engineer,221,5,226,62268.47,319724.65,155447.27,120948.0
1994,Code AI Corp,Web Developer,301,1,302,33421.18,197063.78,161239.4,125454.66
1994,Code AI Corp,Cybersecurity Analyst,477,4,481,69978.19,239508.89,134047.72,104297.77
1996,Cloud Net LLC (CNL),Computer Operator,101,18,119,34975.82,322642.13,115465.14,90844.99
1996,Cloud Net LLC (CNL),Systems Analyst,382,15,397,69327.03,236226.48,88623.38,69726.59
1996,Cloud Net LLC (CNL),Software Developer,275,6,281,65979.14,245958.75,184721.28,145333.94
1996,Cloud Net LLC (CNL),Database Administrator,27,10,37,54880.76,287342.35,162605.94,127934.16
1996,Cloud Net LLC (CNL),Network Engineer,488,14,502,55539.12,281570.83,171526.86,134952.91
1996,Cloud Net LLC (CNL),IT Technician,471,5,476,40823.86,296078.99,144135.81,113402.34
1996,Cloud Net LLC (CNL),Software Engineer,399,11,410,34884.69,232617.38,164610.53,129511.32
1996,Cloud Net LLC (CNL),Web Developer,425,2,427,40302.13,320053.66,143841.68,113170.92
1996,Cloud Net LLC (CNL),Cybersecurity Analyst,409,2,411,46855.56,295494.98,147556.96,116094.01
1996,Cyber Digital Corp,Computer Operator,394,11,405,69918.5,228544.19,189451.19,149055.31
1996,Cyber Digital Corp,Systems Analyst,38,4,42,66543.27,330705.28,97046.98,76354.06
1996,Cyber Digital Corp,Software Developer,368,7,375,43838.16,216101.41,125438.59,98691.85
1996,Cyber Digital Corp,Database Administrator,431,6,437,41452.77,280848.22,155655.41,122465.66
1996,Cyber Digital Corp,Network Engineer,128,13,141,55423.72,249738.26,81453.64,64085.62
1996,Cyber Digital Corp,IT Technician,68,9,77,68263.27,253473.15,136386.93,107305.72
1996,Cyber Digital Corp,Software Engineer,451,15,466,43885.63,175187.58,153502.46,120771.77
1996,Cyber Digital Corp,Web Developer,320,13,333,43566.83,225273.98,120074.17,94471.26
1996,Cyber Digital Corp,Cybersecurity Analyst,269,7,276,63345.05,306184.12,161692.53,127215.51
1996,Department Administration (DA),Computer Operator,164,2,166,52771.72,282906.78,136510.71,107403.1
1996,Department Administration (DA),Systems Analyst,465,5,470,69406.8,315304.14,141049.19,110973.86
1996,Department Administration (DA),Software Developer,484,1,485,52593.54,329711.15,191061.46,150322.23
1996,Department Administration (DA),Database Administrator,142,19,161,39362.46,313526.38,141392.32,111243.83
1996,Department Administration (DA),Network Engineer,51,10,61,69017.67,326422.24,180021.88,141636.57
1996,Department Administration (DA),IT Technician,224,10,234,54833.69,310056.78,94141.25,74067.91
1996,Department Administration (DA),Software Engineer,77,14,91,53983.38,235180.93,170067.95,133805.07
1996,Department Administration (DA),Web Developer,64,13,77,33863.81,302367.26,188442.37,148261.59
1996,Department Administration (DA),Cybersecurity Analyst,361,17,378,52245.78,253389.07,160438.64,126228.98
1996,Department Advanced,Computer Operator,88,11,99,42415.92,314234.48,108634.23,85470.61
1996,Department Advanced,Systems Analyst,271,16,287,63891.71,307360.53,198406.23,156100.9
1996,Department Advanced,Software Developer,190,7,197,61596.55,178560.76,145163.07,114210.56
