song,text,Streams,Artist,Artist Followers,Genre,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
,,"5,420,003",Olivia Rodrigo,6266514,['pop'],13,10,2021-05-21--2021-05-28,2021-05-21,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28",85,0.473,0.203,-12.627,0.102,0.941,0.126,168.884,163587,0.419,D
,,"5,386,268",Cardi B,17353707,"['dance pop', 'pop', 'pop rap', 'rap']",1,51,2020-09-11--2020-09-18,2020-08-07,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14",84,0.935,0.454,-7.509,0.375,0.0194,0.0824,133.073,187541,0.357,C#/Db
Mr. Brightside,"Coming out of my cage  
And I've been doing just fine  
Gotta gotta be down  
Because I want it all  
It started out with a kiss  
How did it end up like this  
It was only a kiss, it was only a kiss  
Now I'm falling asleep  
And she's calling a cab  
While he's having a smoke  
And she's taking a drag  
Now they're going to bed  
And my stomach is sick  
And it's all in my head  
But she's touching his chest  
Now, he takes off her dress  
Now, letting me go  
  
I just can't look its killing me  
And taking control  
Jealousy, turning saints into the sea  
Swimming through sick lullabies  
Choking on your alibis  
But it's just the price I pay  
Destiny is calling me  
Open up my eager eyes  
Cause I'm Mr Brightside  
  
I'm coming out of my cage  
And I've been doing just fine  
Gotta gotta be down  
Because I want it all  
It started out with a kiss  
How did it end up like this  
It was only a kiss, it was only a kiss  
Now I'm falling asleep  
And she's calling a cab  
While he's having a smoke  
And she's taking a drag  
Now they're going to bed  
And my stomach is sick  
And it's all in my head  
But she's touching his chest  
Now, he takes off her dress  
Now, letting me go  
  
'Cause I just can't look its killing me  
And taking control  
Jealousy, turning saints into the sea  
Swimming through sick lullabies  
Choking on your alibi  
But it's just the price I pay  
Destiny is calling me  
Open up my eager eyes  
'Cause I'm Mr Brightside  
I never  
I never  
I never  
I never

","5,382,191",The Killers,6118063,"['dance rock', 'modern rock', 'permanent wave', 'rock']",155,22,2021-07-02--2021-07-09,2004-06-15,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-12--2021-03-19
2021-02-26--2021-03-05
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19",75,0.356,0.924,-3.74,0.0808,0.00101,0.0953,148.017,222587,0.232,C#/Db
,,"5,379,704",The Police,4339245,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",144,27,2021-04-02--2021-04-09,1983-06-17,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-01-01--2021-01-08
2020-06-19--2020-06-26
2020-06-05--2020-06-12",83,0.82,0.452,-9.796,0.0348,0.543,0.0714,117.401,253920,0.74,C#/Db
,,"5,378,971",Fleetwood Mac,6930669,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",20,44,2020-10-09--2020-10-16,1977-02-04,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02",84,0.828,0.492,-9.744,0.0276,0.0644,0.128,120.151,257800,0.789,C
,,"5,375,426",James Arthur,8441598,"['pop', 'post-teen pop', 'talent show', 'uk pop']",94,82,2021-02-12--2021-02-19,2016-10-28,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",84,0.358,0.557,-7.398,0.059,0.695,0.0902,85.043,211467,0.494,A#/Bb
,,"5,366,242",Normani,1304510,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",110,2,2021-07-16--2021-07-23,2021-07-22,"2021-07-23--2021-07-30
2021-07-16--2021-07-23",75,0.74,0.576,-6.744,0.146,0.0249,0.104,110.095,209476,0.315,F#/Gb
,,"5,315,734",Pop Smoke,6837946,['brooklyn drill'],65,2,2021-07-16--2021-07-23,2021-07-16,"2021-07-23--2021-07-30
2021-07-16--2021-07-23",81,0.716,0.67,-6.995,0.101,0.526,0.13,145.043,203586,0.411,C
,,"5,245,618",Pop Smoke,6837946,['brooklyn drill'],72,2,2021-07-16--2021-07-23,2021-07-16,"2021-07-23--2021-07-30
2021-07-16--2021-07-23",81,0.675,0.608,-6.934,0.103,0.336,0.11,99.865,184800,0.728,D#/Eb
,,"5,238,547","Powfu, beabadoobee",924083,['sad rap'],4,76,2020-06-19--2020-06-26,2020-02-08,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",85,0.726,0.431,-8.765,0.135,0.731,0.696,144.026,173333,0.348,G#/Ab
,,"5,235,335","Anne-Marie, Niall Horan",8148393,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",100,9,2021-05-21--2021-05-28,2021-05-21,"2021-07-23--2021-07-30
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28",83,0.595,0.759,-4.245,0.0423,0.141,0.172,80.953,163733,0.515,B
,,"5,204,983",Queen,35888760,"['classic rock', 'glam rock', 'rock']",138,22,2021-04-02--2021-04-09,1980-06-27,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2019-12-27--2020-01-03",74,0.933,0.528,-6.472,0.162,0.112,0.163,109.975,214653,0.756,F
,,"5,178,490","Drake, WizKid, Kyla",56308172,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",149,14,2021-05-28--2021-06-04,2016-05-06,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30",84,0.792,0.625,-5.609,0.0536,0.00776,0.329,103.967,173987,0.37,C#/Db
,,"5,166,847",Harry Styles,16112621,"['pop', 'post-teen pop']",15,83,2019-12-27--2020-01-03,2019-12-13,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",84,0.676,0.771,-3.675,0.0483,0.0237,0.102,99.048,207133,0.569,G#/Ab
,,"5,145,493",Sarah Cothran,180723,[],181,4,2021-07-09--2021-07-16,2021-06-10,"2021-07-23--2021-07-30
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-04--2021-06-11",71,0.422,0.25,-6.836,0.0351,0.441,0.35,124.026,161613,0.246,C
,,"5,145,432",Walker Hayes,304995,"['contemporary country', 'country', 'country road', 'modern country rock']",183,1,2021-07-23--2021-07-30,2021-06-04,2021-07-23--2021-07-30,83,0.649,0.76,-6.487,0.0574,0.114,0.317,80.018,161853,0.843,C#/Db
,,"5,104,206",Rauw Alejandro,6080597,"['puerto rican pop', 'trap latino']",184,1,2021-07-23--2021-07-30,2021-06-25,2021-07-23--2021-07-30,85,0.765,0.625,-3.599,0.0548,0.584,0.112,102.101,164706,0.262,A
,,"5,103,014",John Legend,5799137,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",110,78,2021-02-12--2021-02-19,2013-08-30,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",84,0.422,0.264,-7.064,0.0322,0.922,0.132,119.93,269560,0.331,G#/Ab
,,"5,098,609",Polo G,4840346,['chicago rap'],80,41,2021-04-23--2021-04-30,2020-05-15,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28",85,0.832,0.534,-7.813,0.253,0.345,0.165,93.924,132833,0.116,C#/Db
,,"5,092,354",Pop Smoke,6837946,['brooklyn drill'],40,65,2020-07-03--2020-07-10,2019-07-26,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-06-18--2021-06-25
2021-05-28--2021-06-04
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28",83,0.548,0.805,-5.732,0.351,0.212,0.408,142.094,216387,0.648,G
,,"5,090,062",Saweetie,1254432,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",45,29,2021-04-16--2021-04-23,2021-01-07,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15",83,0.84,0.766,-4.12,0.136,0.00302,0.0684,94.018,155884,0.402,E
The Hills,"[Verse 1]  
Your man on the road, he doing promo  
You said keep our business on the low-low  
I'm just tryna get you out the friend-zone  
Cause you look even better than the photos  
I can't find your house, send me the info  
Driving through the gated residential  
Found out I was coming, sent your friends home  
Keep on tryna hide it but your friends know  
  
[Chorus]  
I only call you when it's half past, five  
The only time that I'll be by, your, side  
I only love it when you touch me, not feel me  
When I'm fucked up, that's the real me  
When I'm fucked up, that's the real me, yeah  
I only call you when it's half-past, five  
The only time I'd ever call you mine  
I only love it when you touch me, not feel me  
When I'm fucked up, that's the real me  
When I'm fucked up, that's the real me, babe  
  
[Verse 2]  
I'ma let you know and keep it simple  
Tryna keep it up, don't seem so simple  
I just fucked two bitches 'fore I saw you  
You gon' have to do it at my tempo  
Always tryna send me off to rehab  
Drugs started feelin' like it's decaf  
I'm just tryna live life for the moment  
And all these motherfuckers want a relapse  
  
[Chorus]  
I only call you when it's half past, five  
The only time that I'll be by, your, side  
I only love it when you touch me, not feel me  
When I'm fucked up, that's the real me  
When I'm fucked up, that's the real me, yeah  
I only call you when it's half-past, five  
The only time I'd ever call you mine  
I only love it when you touch me, not feel me  
When I'm fucked up, that's the real me  
When I'm fucked up, that's the real me, babe  
  
[Bridge]  
Hills have eyes, the hills have eyes  
Who are you to judge, who are you to judge?  
Hide your lies, girl hide your lies  
Who are you to trust, who are you?  
  
[Chorus]  
I only call you when it's half past, five  
The only time that I'll be by, your, side  
I only love it when you touch me, not feel me  
When I'm fucked up, that's the real me  
When I'm fucked up, that's the real me, yeah  
I only call you when it's half-past, five  
The only time I'd ever call you mine  
I only love it when you touch me, not feel me  
When I'm fucked up, that's the real me  
When I'm fucked up, that's the real me, babe  
  
[Outro]  
Yenefikir, ewedeshalo  
Yenefikir, fikir, fikir  
Yenefikir, fikir, fikir, fikir  
Ewedeshalo, ewedeshalo  
Yenefikir, fikir, fikir  
Yenefikir, fikir, fikir, fikir

","5,068,864",The Weeknd,35305637,"['canadian contemporary r&b', 'canadian pop', 'pop']",52,22,2021-02-05--2021-02-12,2015-08-28,"2021-07-23--2021-07-30
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05",84,0.585,0.564,-7.063,0.0515,0.0671,0.135,113.003,242253,0.137,C
